id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
0,0.06916607916355133,0.2691507041454315,0.19149431586265564,0.10302245616912842,0.06817347556352615,0.07054179161787033,0.07527182251214981,0.08349675685167313,0.06968260556459427
1,0.08328799158334732,0.07975124567747116,0.0770074650645256,0.07796313613653183,0.3558022677898407,0.08486150205135345,0.07966416329145432,0.08186264336109161,0.0797996073961258
2,0.11716189235448837,0.2589501440525055,0.08600135892629623,0.09046240150928497,0.09269405156373978,0.08722192794084549,0.08842487633228302,0.08709906786680222,0.09198425710201263
3,0.08242668211460114,0.08452269434928894,0.0789056196808815,0.07630005478858948,0.07578103244304657,0.3424348831176758,0.0796014666557312,0.07830751687288284,0.10172006487846375
4,0.07403716444969177,0.21308176219463348,0.19661398231983185,0.13762778043746948,0.0679733157157898,0.07832249253988266,0.0896359533071518,0.07122377306222916,0.07148372381925583
5,0.07841221988201141,0.11707039922475815,0.08158383518457413,0.07851672917604446,0.06725603342056274,0.2057323008775711,0.1613551527261734,0.08073808997869492,0.1293351948261261
6,0.12296901643276215,0.07392331212759018,0.07486439496278763,0.07335783541202545,0.07306606322526932,0.33558008074760437,0.08447880297899246,0.08237551152706146,0.07938498258590698
7,0.07818643003702164,0.08256121724843979,0.08079814910888672,0.0784691870212555,0.07733265310525894,0.36337095499038696,0.07922647148370743,0.08111631870269775,0.07893863320350647
8,0.11708308011293411,0.09116651862859726,0.08483993262052536,0.08318106085062027,0.0844133123755455,0.14027182757854462,0.11491372436285019,0.16994300484657288,0.11418753862380981
9,0.07734064012765884,0.32338568568229675,0.09507013857364655,0.07474816590547562,0.07294200360774994,0.11724068224430084,0.07694696635007858,0.08180882036685944,0.08051688224077225
10,0.07084808498620987,0.06780800968408585,0.06719841808080673,0.0674925446510315,0.06740745902061462,0.25148534774780273,0.08026748895645142,0.25353121757507324,0.07396142929792404
11,0.07914525270462036,0.07537592202425003,0.07454946637153625,0.07467776536941528,0.08279592543840408,0.08165803551673889,0.07543307542800903,0.1155582070350647,0.34080633521080017
12,0.07837247103452682,0.07829675823450089,0.07859406620264053,0.08109196275472641,0.07749267667531967,0.3642607629299164,0.08152095228433609,0.08123837411403656,0.07913193851709366
13,0.10117339342832565,0.09471277892589569,0.09086041152477264,0.09179025888442993,0.10278639197349548,0.11959890276193619,0.09326225519180298,0.09738372266292572,0.20843186974525452
14,0.07188183069229126,0.3097749948501587,0.17745979130268097,0.0914236530661583,0.06812213361263275,0.06883694976568222,0.07101770490407944,0.07120264321565628,0.07028031349182129
15,0.0751049816608429,0.06729196012020111,0.06944563239812851,0.06589473783969879,0.057727206498384476,0.18748950958251953,0.17675921320915222,0.22794194519519806,0.07234480232000351
16,0.08604224771261215,0.08169075846672058,0.07882817089557648,0.07845285534858704,0.07590742409229279,0.3551967144012451,0.08220848441123962,0.0809277817606926,0.08074554800987244
17,0.06939662247896194,0.3032990097999573,0.17022527754306793,0.10061634331941605,0.06814102083444595,0.06960129737854004,0.07473089545965195,0.07236217707395554,0.07162734121084213
18,0.06272817403078079,0.2797658443450928,0.1974591463804245,0.07895462214946747,0.05984668433666229,0.06053735688328743,0.08363348990678787,0.10521230101585388,0.07186239957809448
19,0.08128193765878677,0.22667887806892395,0.10360181331634521,0.10515395551919937,0.07183033972978592,0.09574133157730103,0.0927826538681984,0.1236535906791687,0.09927545487880707
20,0.07014334946870804,0.2935790419578552,0.20787130296230316,0.07685554027557373,0.06934550404548645,0.06850051134824753,0.07098619639873505,0.07092522084712982,0.0717933177947998
21,0.07075294852256775,0.11356624960899353,0.3253074586391449,0.08937644958496094,0.07002999633550644,0.07191959768533707,0.11325833201408386,0.07425490766763687,0.07153406739234924
22,0.06615166366100311,0.21927443146705627,0.18143106997013092,0.13027521967887878,0.06329135596752167,0.13345569372177124,0.0740819126367569,0.06584150344133377,0.06619718670845032
23,0.07219793647527695,0.2484540045261383,0.18487827479839325,0.10093522071838379,0.07323059439659119,0.0724313035607338,0.07759198546409607,0.09797777235507965,0.072302907705307
24,0.08658940345048904,0.08765231817960739,0.07952407747507095,0.07503397017717361,0.07459340989589691,0.09515221416950226,0.33761683106422424,0.08157365769147873,0.08226414024829865
25,0.07258794456720352,0.230936199426651,0.2530604302883148,0.07216285914182663,0.07111330330371857,0.07618170231580734,0.07316543161869049,0.07629036903381348,0.07450177520513535
26,0.07897274196147919,0.08043762296438217,0.07801578938961029,0.07866347581148148,0.3552756607532501,0.08759887516498566,0.07899124920368195,0.08230342715978622,0.07974115759134293
27,0.06609757989645004,0.2624663710594177,0.22592125833034515,0.11436113715171814,0.06389225274324417,0.06591249257326126,0.06859937310218811,0.06680967658758163,0.06593986600637436
28,0.11392021179199219,0.09114395827054977,0.08839511126279831,0.08350013941526413,0.08215749263763428,0.12722064554691315,0.19109804928302765,0.10128699243068695,0.12127742171287537
29,0.17106182873249054,0.08632474392652512,0.07883616536855698,0.07674523442983627,0.07664096355438232,0.13571523129940033,0.17335519194602966,0.11319567263126373,0.08812501281499863
30,0.07864813506603241,0.07992574572563171,0.07871783524751663,0.0787065178155899,0.077829509973526,0.3650986850261688,0.07916849106550217,0.0824970081448555,0.07940804213285446
31,0.08994405716657639,0.2436855435371399,0.13268274068832397,0.0880252867937088,0.08236648142337799,0.09272867441177368,0.08847718685865402,0.08663997799158096,0.0954500287771225
32,0.06471957266330719,0.2496502697467804,0.28914517164230347,0.06443820893764496,0.06594683974981308,0.0665736198425293,0.06534267961978912,0.06810499727725983,0.06607867777347565
33,0.08137566596269608,0.07963735610246658,0.07752605527639389,0.07822871953248978,0.3532577455043793,0.08897636830806732,0.07844806462526321,0.08252830803394318,0.08002176135778427
34,0.08822076767683029,0.07146362960338593,0.07022318243980408,0.06906769424676895,0.06861895322799683,0.13315148651599884,0.10864491760730743,0.31564319133758545,0.07496614754199982
35,0.07985389977693558,0.08010146021842957,0.08123651891946793,0.0782383531332016,0.07863989472389221,0.08520880341529846,0.07900983840227127,0.3560378849506378,0.08167330920696259
36,0.14706066250801086,0.18711243569850922,0.12323922663927078,0.09431083500385284,0.07220357656478882,0.0834868922829628,0.10966972261667252,0.07819554209709167,0.10472112894058228
37,0.0737914890050888,0.3328534662723541,0.14592741429805756,0.07902450859546661,0.07135424762964249,0.07210836559534073,0.07536089420318604,0.07458648085594177,0.07499314844608307
38,0.07919007539749146,0.07825981080532074,0.07795040309429169,0.07789383828639984,0.07779544591903687,0.0835665613412857,0.07892913371324539,0.36469921469688416,0.08171550184488297
