id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
17943,0.000146858059452,0.616092920303,0.240623012185,0.133587703109,0.00020476836653,0.00198602722958,0.00636529410258,0.000449128914624,0.000544362526853
30228,0.000721766264178,0.0406761951745,0.0103304097429,0.00390812242404,0.939395666122,0.00193248759024,0.00114210462198,0.000956330972258,0.000936951080803
42291,0.135988146067,0.118290528655,0.0218883324414,0.00646058190614,0.0558637082577,0.123745985329,0.0204409267753,0.110522285104,0.406799525023
35087,0.0561897829175,0.0139141511172,0.00336690922268,0.00389489182271,0.00281530153006,0.780580103397,0.0433195531368,0.0432811528444,0.0526381619275
9278,0.0142421470955,0.454656749964,0.258681982756,0.119532927871,0.00607285602018,0.0340377315879,0.0923391953111,0.0119495838881,0.00848685204983
41990,8.97167192306e-05,0.00555466907099,3.28513124259e-05,0.000335825578077,1.40510164268e-11,0.932436406612,0.0603625252843,7.80170830694e-06,0.00118025019765
43734,0.00992378499359,3.79640550818e-06,1.40912888469e-07,2.14722622331e-05,6.82731169377e-08,0.961386442184,0.0261828228831,0.00154315691907,0.000938379846048
44936,4.04564781675e-09,8.18946715997e-11,5.07071051814e-11,3.1928754779e-11,7.39988474142e-13,0.999999523163,1.10935338693e-09,4.63214689717e-07,3.4198411214e-08
47682,0.0973677784204,0.0315742939711,0.017041221261,0.00748671684414,0.0218883901834,0.307058006525,0.102803498507,0.344666182995,0.070113837719
16520,0.00307234819047,0.738915383816,0.192341864109,0.00832550320774,0.000276060192846,0.012205760926,0.0197592936456,0.018388191238,0.00671555660665
37707,0.00289491936564,4.4144221647e-06,2.71264161711e-06,6.025658422e-06,1.79500965203e-08,0.72436606884,0.00734609179199,0.264881491661,0.000498336972669
60538,0.0693435072899,2.59246917267e-05,9.2944892458e-06,0.000124070327729,1.33993871714e-05,0.0172540806234,0.00131209183019,0.00039405876305,0.911523640156
37588,3.11663250763e-10,1.89336901713e-09,1.83270654208e-09,3.42104053419e-11,2.34705324972e-14,0.999999642372,1.76771541849e-09,3.11175739398e-07,6.44159570129e-09
60818,0.0363556705415,0.000860941596329,0.00106008513831,0.000134066169267,0.0012932313839,0.077042363584,0.0040855188854,0.103214204311,0.775953888893
1950,0.000314701203024,0.686633169651,0.224875301123,0.0755378454924,0.000838367966935,0.00180237332825,0.00767322862521,0.000763972115237,0.00156108511146
46137,0.0260669384152,0.000974249793217,0.000722295488231,0.00529855350032,6.371897598e-06,0.690630793571,0.13141861558,0.136866748333,0.00801540911198
37035,0.00367617490701,0.0147838704288,0.00519236037508,0.00134279544,0.000758340640459,0.940238952637,0.0186977032572,0.00968985166401,0.005619966425
11061,1.43975398714e-07,0.627971053123,0.357702046633,0.0142955128103,2.74766648545e-07,7.95076346094e-07,2.85020378215e-05,3.4422561157e-07,1.38827363116e-06
14502,0.000729432096705,0.579057872295,0.327249586582,0.0564832985401,0.000122530225781,0.0036627787631,0.0301905404776,0.00146003533155,0.00104392389767
6531,0.000230250894674,0.88710719347,0.101515121758,2.36069536186e-05,6.1273736085e-10,6.20412683929e-05,0.0107620768249,0.000284730223939,1.49405259435e-05
14679,0.00183880806435,0.612024843693,0.288264721632,0.0631548836827,0.0055978000164,0.00589932035655,0.0139121422544,0.00376611971296,0.00554133299738
20535,5.51850176667e-10,0.135167106986,0.732574343681,0.1301523,8.27479144233e-13,4.63880087409e-06,0.00210149609484,3.90813816864e-08,6.17177686735e-09
26596,0.000581091910135,0.464687943459,0.321712523699,0.177415519953,0.000377783115255,0.00474390061572,0.0269410945475,0.002628501039,0.00091167591745
21563,7.94490988483e-05,0.719585180283,0.234629660845,0.0335655547678,7.29659950593e-05,0.00108710944187,0.0105872526765,0.000230211444432,0.000162633063155
36350,1.31114404667e-07,2.32851064819e-12,5.70826968593e-13,4.99829331028e-14,8.51771508535e-33,2.33026694332e-05,0.999976634979,4.73621870889e-11,3.79862547667e-12
19767,7.07666094968e-06,0.73467862606,0.259436756372,0.000413005996961,3.65702981071e-05,0.000522400659975,0.000480384856928,0.00442158384249,3.57688418262e-06
31153,3.41922805092e-06,0.00284389290027,0.000384899845812,0.000812450540252,0.995890259743,3.18794736813e-05,1.12121742859e-05,1.08334461402e-05,1.10514083644e-05
12857,4.12726803916e-05,0.530963003635,0.35585013032,0.104820795357,1.3464604308e-05,0.000725501449779,0.00729464180768,0.00018329222803,0.000107978972665
46377,0.0193860307336,0.00113434868399,0.00156426860485,7.52410824134e-06,1.1478662465e-09,0.00783827155828,0.968310117722,0.000315903802402,0.00144360098056
1158,0.671396076679,0.00057975173695,0.000194740918232,2.66017741524e-05,2.85958723367e-08,0.0495006255805,0.157536000013,0.0234427377582,0.0973234027624
44467,1.83812153409e-05,1.47803548316e-05,9.67340201896e-06,7.91046829818e-07,2.12319847037e-07,0.999698579311,3.00046322081e-05,0.000176054614712,5.14655039296e-05
