id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
0,0.0007343220640905201,0.5503720045089722,0.4113074243068695,0.028314178809523582,0.00015365768922492862,0.0008224123157560825,0.0064399512484669685,0.0013002435443922877,0.0005558166885748506
1,7.18015871825628e-05,0.0002218448935309425,3.2491418096469715e-05,9.35806892812252e-05,0.9993127584457397,5.654511915054172e-05,9.850486094364896e-05,8.238470036303625e-05,3.0150176826282404e-05
2,0.18348461389541626,0.11159675568342209,0.02734265848994255,0.02184695191681385,0.0014601628063246608,0.29883691668510437,0.008136650547385216,0.10140163451433182,0.245893657207489
3,0.0008674411219544709,0.00040610809810459614,0.00020573668007273227,0.0007163576665334404,0.0013598630903288722,0.9938308000564575,0.0005138438427820802,0.0010691862553358078,0.0010306297335773706
4,0.010858737863600254,0.20828869938850403,0.20729835331439972,0.3322834372520447,0.0013073368463665247,0.0012957523576915264,0.23659011721611023,0.0009189705597236753,0.0011585543397814035
5,0.0014972236240282655,0.006484369747340679,0.0014364891685545444,0.007905228063464165,6.630821008002385e-05,0.5950965881347656,0.3820136785507202,0.0029693269170820713,0.002530803205445409
6,0.003383473725989461,1.0241671589028556e-05,2.1163252313272096e-05,6.827791366958991e-05,5.683239123754902e-06,0.9935420751571655,0.002317403443157673,0.0003792777715716511,0.00027241528732702136
7,1.597591335666948e-06,4.281941528461175e-06,6.660955477855168e-06,3.5072994251095224e-06,5.74165085254208e-07,0.9999589920043945,8.544105185137596e-06,1.2800510376109742e-05,3.0134665394143667e-06
8,0.2153342366218567,0.00290016271173954,0.0024831199552863836,0.0020480877719819546,0.0007220270344987512,0.19977203011512756,0.034789275377988815,0.5110901594161987,0.030860915780067444
9,0.0007658367976546288,0.9586706757545471,0.018219677731394768,0.00015953031834214926,7.822977931937203e-05,0.008891426958143711,0.01186549011617899,0.0009928223444148898,0.0003562837664503604
10,0.005644985008984804,0.00012157612945884466,9.644447709433734e-05,0.0012428730260580778,7.509614079026505e-05,0.8520503640174866,0.0033709320705384016,0.13335616886615753,0.004041586071252823
11,0.0012728107394650578,2.9926673960289918e-05,2.7443304134067148e-05,1.0339215805288404e-05,2.384156505286228e-05,0.0001843353675212711,3.105993528151885e-05,0.0001495648903073743,0.9982706308364868
12,1.7040880493368604e-06,3.1496438168687746e-05,5.634034096146934e-05,1.3709869563172106e-05,3.0596659144066507e-06,0.9997757077217102,8.264336429419927e-06,0.0001023363511194475,7.398127763735829e-06
13,0.0010973162716254592,0.0013367303181439638,0.0006993939750827849,0.0005647759535349905,0.00022172549506649375,0.015735961496829987,0.0006680949009023607,0.0057657985016703606,0.9739102125167847
14,6.918525468790904e-05,0.9523612260818481,0.025145001709461212,0.020814349874854088,7.793668919475749e-05,0.00010569560981821269,0.0008128283079713583,0.00016919789777603,0.00044464008533395827
